"hgnc" "EntrezGene"
"990" "EPS8L2" 64787
"991" "MUC20" 200958
"992" "BAZ2A" 11176
"993" "TRPV4" 59341
"994" "DMXL1" 1657
"995" "EPHB1" 2047
"996" "PLK4" 10733
"997" "CREBRF" 153222
"998" "TNNT1" 7138
"999" "PCDH10" 57575
"1000" "CDK2" 1017
"1001" "COMMD4" 54939
"1002" "LAGE3" 8270
"1003" "TOP2A" 7153
"1004" "SESTD1" 91404
"1005" "NXT1" 29107
"1006" "FAM212B" NA
"1007" "VDR" 7421
"1008" "SAPCD2" 89958
"1009" "ARG2" 384
"1010" "WDR19" 57728
"1011" "CD274" 29126
"1012" "SEMA3F" 6405
"1013" "C5orf51" 285636
"1014" "RP11-33B1.4" NA
"1015" "EIF4EBP1" 1978
"1016" "PGP" 283871
"1017" "SCUBE1" 80274
"1018" "CHID1" 66005
"1019" "SAP30" 8819
"1020" "PRC1" 9055
"1021" "MYLK3" 91807
"1022" "GJB6" 10804
"1023" "RTN4R" 65078
"1024" "KCTD17" 79734
"1025" "RP11-321A17.3" NA
"1026" "POLR2G" 5436
"1027" "DAPK1" 1612
"1028" "NTRK2" 4915
"1029" "ECT2" 1894
"1030" "ARHGAP26" 23092
"1031" "CAPN10-AS1" NA
"1032" "WDR20" 91833
"1033" "FAM43A" 131583
"1034" "FAM211A" NA
"1035" "LINC00422" NA
"1036" "FZD2" 2535
"1037" "DMBT1" 1755
"1038" "SLIRP" 81892
"1039" "DPP6" 1804
"1040" "ZNF654" 55279
"1041" "ECE2" 9718
"1042" "AC012485.2" NA
"1043" "CNR1" 1268
"1044" "KIAA1107" 23285
"1045" "TOMM22" 56993
"1046" "SPDL1" 54908
"1047" "PTX3" 5806
"1048" "MIS18A" 54069
"1049" "LTB" 4050
"1050" "EFNA4" 1945
"1051" "SERINC5" 256987
"1052" "FANCI" 55215
"1053" "MALAT1" 378938
"1054" "SAMD9L" 219285
"1055" "PLAUR" 5329
"1056" "IKZF5" 64376
"1057" "RGS11" 8786
"1058" "LIMD2" 80774
"1059" "PCF11" 51585
"1060" "RP11-624M8.1" NA
"1061" "NUAK2" 81788
"1062" "IGHG4" 3503
"1063" "CYGB" 114757
"1064" "UTRN" 7402
"1065" "MTMR3" 8897
"1066" "ANKRD49" 54851
"1067" "GGT3P" 2679
"1068" "CCDC106" 29903
"1069" "RP11-597D13.7" NA
"1070" "RHOBTB3" 22836
"1071" "GNL1" 2794
"1072" "PCYT1B" 9468
"1073" "MITF" 4286
"1074" "RP6-65G23.3" NA
"1075" "MTF1" 4520
"1076" "TP53INP1" 94241
"1077" "MED27" 9442
"1078" "MPND" 84954
"1079" "RP11-111I12.1" NA
"1080" "PCDH19" 57526
"1081" "TRIM6" 117854
"1082" "HTR1D" 3352
"1083" "AC004840.9" NA
"1084" "SYT11" 23208
"1085" "PRIM1" 5557
"1086" "ERMN" 57471
"1087" "ANAPC15" 25906
"1088" "PTGS2" 5743
"1089" "MYCBP" 26292
"1090" "NLRP3" 114548
"1091" "LINC00152" NA
"1092" "KLK3" 354
"1093" "RWDD1" 51389
"1094" "BAX" 581
"1095" "SSX2IP" 117178
"1096" "PCMTD1" 115294
"1097" "ZNF585B" 92285
"1098" "PPA1" 5464
"1099" "GJB2" 2706
"1100" "MGP" 4256
"1101" "TAF4" 6874
"1102" "PSMA4" 5685
"1103" "PELP1" 27043
"1104" "ARHGAP5" 394
"1105" "ARL2" 402
"1106" "RP11-14D22.1" NA
"1107" "ISYNA1" 51477
"1108" "THYN1" 29087
"1109" "STX10" 8677
"1110" "IL4I1" 259307
"1111" "GUCY1B3" NA
"1112" "PPM1G" 5496
"1113" "GLI1" 2735
"1114" "AP000442.4" NA
"1115" "PLEKHA7" 144100
"1116" "SLC25A26" 115286
"1117" "GAR1" 54433
"1118" "TUB" 7275
"1119" "LAMB1" 3912
"1120" "CRISPLD1" 83690
"1121" "OLFM2" 93145
"1122" "MED6" 10001
"1123" "MSI1" 4440
"1124" "GAS2L3" 283431
"1125" "PTPLAD1" NA
"1126" "MARCH3" 115123
"1127" "CTD-3092A11.1" NA
"1128" "ZNF528" 84436
"1129" "AC024560.3" NA
"1130" "C14orf166" NA
"1131" "RAB9B" 51209
"1132" "TNFRSF19" 55504
"1133" "ASIC2" 40
"1134" "TMPO" 7112
"1135" "SOX17" 64321
"1136" "KIF18B" 146909
"1137" "HOOK3" 84376
"1138" "WDR91" 29062
"1139" "CMSS1" 84319
"1140" "C17orf89" NA
"1141" "BID" 637
"1142" "STAG2" 10735
"1143" "TSPAN6" 7105
"1144" "ATP6V1B1" 525
"1145" "CCAR2" 57805
"1146" "GGCT" 79017
"1147" "PRCP" 5547
"1148" "CCDC138" 165055
"1149" "EML2" 24139
"1150" "PIGL" 9487
"1151" "LARP1B" 55132
"1152" "FHL2" 2274
"1153" "FTL" 2512
"1154" "DCUN1D5" 84259
"1155" "CENPM" 79019
"1156" "GOLGA6L5P" 374650
"1157" "GPR137C" 283554
"1158" "RP11-16F15.1" NA
"1159" "PRRT4" 401399
"1160" "ATG16L1" 55054
"1161" "SHMT1" 6470
"1162" "RUFY3" 22902
"1163" "CARNS1" 57571
"1164" "TUBB" 203068
"1165" "CTD-2358C21.4" NA
"1166" "AC005336.4" NA
"1167" "SKP1" 6500
"1168" "NDUFB7" 4713
"1169" "HEYL" 26508
"1170" "SOGA2" NA
"1171" "MPHOSPH8" 54737
"1172" "NUMB" 8650
"1173" "SLK" 9748
"1174" "TXNIP" 10628
"1175" "USP4" 7375
"1176" "ING2" 3622
"1177" "LEF1" 51176
"1178" "WNT11" 7481
"1179" "PRODH" 5625
"1180" "AJUBA" 84962
"1181" "USP44" 84101
"1182" "DNAJC13" 23317
"1183" "RP11-365H8.2" NA
"1184" "PHLDB1" 23187
"1185" "PITPNM2" 57605
"1186" "NDUFS6" 4726
"1187" "FNDC1" 84624
"1188" "PXK" 54899
"1189" "EXOSC4" 54512
"1190" "NCAPG" 64151
"1191" "HYAL2" 8692
"1192" "SLC25A33" 84275
"1193" "RAPH1" 65059
"1194" "ADAM12" 8038
"1195" "REN" 5972
"1196" "DGCR6L" 85359
"1197" "C1orf54" 79630
"1198" "NKAIN4" 128414
"1199" "CEND1" 51286
"1200" "CUEDC2" 79004
"1201" "SKA2" 348235
"1202" "ZNF37A" 7587
"1203" "GEM" 2669
"1204" "ZNF428" 126299
"1205" "SCMH1" 22955
"1206" "ITGB6" 3694
"1207" "IL17RB" 55540
"1208" "ANO4" 121601
"1209" "TC2N" 123036
"1210" "DYSF" 8291
"1211" "FBXW7" 55294
"1212" "FKBPL" 63943
"1213" "GNB5" 10681
"1214" "HPCAL1" 3241
"1215" "CADM4" 199731
"1216" "C17orf96" NA
"1217" "HERC4" 26091
"1218" "DLX5" 1749
"1219" "PRR7" 80758
"1220" "SAFB2" 9667
"1221" "IGF2-AS" 51214
"1222" "SMIM7" 79086
"1223" "TRAK2" 66008
"1224" "FAM122A" 116224
"1225" "CTD-2619J13.17" NA
"1226" "DLGAP1-AS2" 84777
"1227" "XRN1" 54464
"1228" "EPOR" 2057
"1229" "TICRR" 90381
"1230" "ROBO3" 64221
"1231" "MMD" 23531
"1232" "PIK3R3" 8503
"1233" "ELMO2" 63916
"1234" "F2RL2" 2151
"1235" "RASGRF1" 5923
"1236" "SLC43A3" 29015
"1237" "PRPSAP2" 5636
"1238" "ECSIT" 51295
"1239" "PMEPA1" 56937
"1240" "OLFM1" 10439
"1241" "SHC2" 25759
"1242" "PDZD4" 57595
"1243" "HMGB3" 3149
"1244" "ACP5" 54
"1245" "TMCC2" 9911
"1246" "ENY2" 56943
"1247" "EPHA1" 2041
"1248" "TPBGL" 100507050
"1249" "WDHD1" 11169
"1250" "PPA2" 27068
"1251" "MRPS33" 51650
"1252" "TMEM17" 200728
"1253" "STAT5B" 6777
"1254" "CDKAL1" 54901
"1255" "MCU" 90550
"1256" "ARHGAP11A" 9824
"1257" "SLC37A2" 219855
"1258" "HDAC3" 8841
"1259" "SMKR1" 100287482
"1260" "FGFR4" 2264
"1261" "C2orf44" NA
"1262" "CDC42SE1" 56882
"1263" "PVRL1" NA
"1264" "ZNF449" 203523
"1265" "SLC52A3" 113278
"1266" "DMTF1" 9988
"1267" "PSMB5" 5693
"1268" "TAC4" 255061
"1269" "RP11-438B23.2" NA
"1270" "GCSHP5" 100329108
"1271" "RP11-440L14.1" NA
"1272" "RP11-64P14.7" NA
"1273" "TRIB1" 10221
"1274" "RP11-210M15.2" NA
"1275" "RP11-150O12.3" NA
"1276" "MRPL1" 65008
"1277" "RP11-38P22.2" NA
"1278" "AP000350.4" NA
"1279" "CTNND1" 1500
"1280" "RP13-39P12.2" NA
"1281" "FAM13A" 10144
"1282" "C11orf48" NA
"1283" "YIPF1" 54432
"1284" "TUG1" 55000
"1285" "RPSAP58" 388524
"1286" "C19orf24" 55009
"1287" "ZNF547" 284306
"1288" "NDUFB11" 54539
"1289" "TIAF1" 9220
"1290" "C1orf198" 84886
"1291" "OLA1" 29789
"1292" "FNBP1" 23048
"1293" "ANXA2P2" 304
"1294" "TMEM150C" 441027
"1295" "HINT2" 84681
"1296" "EPS8" 2059
"1297" "TDO2" 6999
"1298" "RAI14" 26064
"1299" "ZNFX1" 57169
"1300" "SUB1P1" 728938
"1301" "RP11-296E7.1" NA
"1302" "LAPTM4B" 55353
"1303" "BIRC6" 57448
"1304" "PHF12" 57649
"1305" "FAM72D" 728833
"1306" "PHLDA3" 23612
"1307" "RPL7P19" 100270853
"1308" "CBLN4" 140689
"1309" "PHF3" 23469
"1310" "C1orf51" NA
"1311" "ASAH2B" 653308
"1312" "HMBS" 3145
"1313" "CTC-308K20.3" NA
"1314" "NAA38" 84316
"1315" "SPATA13" 221178
"1316" "ID3" 3399
"1317" "INPP5F" 22876
"1318" "KLHL3" 26249
"1319" "RP1-59D14.5" NA
"1320" "TRAF3IP2" 10758
"1321" "IFITM10" 402778
"1322" "OLFML2A" 169611
"1323" "ARFGEF2" 10564
"1324" "TMEM180" NA
"1325" "FOXJ1" 2302
"1326" "RGS1" 5996
"1327" "NBEAL1" 65065
"1328" "PTDSS1" 9791
"1329" "CADPS" 8618
"1330" "RP11-620J15.3" NA
"1331" "LINC01010" 154092
"1332" "AC083843.1" NA
"1333" "SGK2" 10110
"1334" "AC016739.2" NA
"1335" "PNMAL1" NA
"1336" "CYP7B1" 9420
"1337" "PCSK9" 255738
"1338" "ITPR1" 3708
"1339" "PTGES2" 80142
"1340" "SLC18B1" 116843
"1341" "LRRC61" 65999
"1342" "CA10" 56934
"1343" "MYEOV2" NA
"1344" "TMEM184B" 25829
"1345" "AC104297.1" NA
"1346" "RP1-167F1.2" NA
"1347" "CCDC34" 91057
"1348" "UNC5B" 219699
"1349" "ELL2P1" 646270
"1350" "IL11" 3589
"1351" "USP40" 55230
"1352" "NDUFAB1" 4706
"1353" "ITPRIP" 85450
"1354" "NEIL2" 252969
"1355" "RP11-348P10.2" NA
"1356" "RP11-359K18.4" NA
"1357" "ZNF818P" 390963
"1358" "AC079210.1" NA
"1359" "RP11-927P21.1" NA
"1360" "KATNB1" 10300
"1361" "ERCC2" 2068
"1362" "MIR503HG" 84848
"1363" "HP" 3240
"1364" "NDUFB9" 4715
"1365" "DPCD" 25911
"1366" "URB1" 9875
"1367" "IL1RN" 3557
"1368" "LYST" 1130
"1369" "CD5" 921
"1370" "RACGAP1" 29127
"1371" "ZMYND15" 84225
"1372" "WBSCR17" NA
"1373" "ANKRD12" 23253
"1374" "CGN" 57530
"1375" "AOX1" 316
"1376" "AC104654.2" NA
"1377" "EBP" 10682
"1378" "ERCC1" 2067
"1379" "RP11-220I1.1" NA
"1380" "RABL5" NA
"1381" "TAF1" 6872
"1382" "GSG2" NA
"1383" "KIAA0513" 9764
"1384" "SEMA3A" 10371
"1385" "RP11-541N10.3" NA
"1386" "GUSB" 2990
"1387" "NPM1P27" 100422243
"1388" "HSPE1P2" 326300
"1389" "IQCC" 55721
"1390" "ZNF862" 643641
"1391" "CDCA3" 83461
"1392" "ATP1B1" 481
"1393" "ARHGAP22" 58504
"1394" "WHSC1L1" NA
"1395" "AVIL" 10677
"1396" "CHEK1" 1111
"1397" "RP11-664D7.4" NA
"1398" "BCL11B" 64919
"1399" "HMMR" 3161
"1400" "EZH2" 2146
"1401" "ABCA5" 23461
"1402" "EYS" 346007
"1403" "IL1RL1" 9173
"1404" "SCG5" 6447
"1405" "AC016738.4" NA
"1406" "ZFYVE26" 23503
"1407" "BRIP1" 83990
"1408" "RP11-51J9.5" NA
"1409" "SIVA1" 10572
"1410" "ERN1" 2081
"1411" "PDPK1" 5170
"1412" "LTBP1" 4052
"1413" "ARHGEF19" 128272
"1414" "C5orf55" NA
"1415" "LSM3" 27258
"1416" "PRR14L" 253143
"1417" "WDR34" 89891
"1418" "FABP5" 2171
"1419" "ST6GAL1" 6480
"1420" "SMAD7" 4092
"1421" "MRPL33" 9553
"1422" "LDHBP2" 3947
"1423" "ZNF644" 84146
"1424" "ILDR2" 387597
"1425" "HMOX1" 3162
"1426" "TMPRSS13" 84000
"1427" "ZCCHC8" 55596
"1428" "CTD-3092A11.2" NA
"1429" "RAD54L2" 23132
"1430" "RNU6-418P" 106481310
"1431" "AP2A2" 161
"1432" "CCDC102A" 92922
"1433" "EPPIN" 57119
"1434" "RAB40B" 10966
"1435" "ZSWIM8" 23053
"1436" "DAB2" 1601
"1437" "IER5" 51278
"1438" "LSMD1" NA
"1439" "LEPREL2" NA
"1440" "KIF16B" 55614
"1441" "EFEMP2" 30008
"1442" "FNTA" 2339
"1443" "SDPR" NA
"1444" "RAB11FIP1P1" 646080
"1445" "PAX8" 7849
"1446" "SNHG5" 387066
"1447" "SCAND1" 51282
"1448" "DNASE2" 1777
"1449" "C1D" 10438
"1450" "BEX2" 84707
"1451" "PPFIBP2" 8495
"1452" "B9D1" 27077
"1453" "NMB" 4828
"1454" "AP001044.2" NA
"1455" "RP11-384K6.6" NA
"1456" "GFOD1" 54438
"1457" "GSE1" 23199
"1458" "CCDC136" 64753
"1459" "CDCA8" 55143
"1460" "MRPS34" 65993
"1461" "CTD-2256P15.2" NA
"1462" "VCAN-AS1" 105379054
"1463" "LCN2" 3934
"1464" "ZNF274" 10782
"1465" "BNIP3" 664
"1466" "RP11-169K16.9" NA
"1467" "SRCIN1" 80725
"1468" "NFX1" 4799
"1469" "STRN3" 29966
"1470" "STXBP6" 29091
"1471" "PLEK2" 26499
"1472" "TRIM32" 22954
"1473" "FAM84B" 157638
"1474" "POP5" 51367
"1475" "PKN2" 5586
"1476" "NCR3LG1" 374383
"1477" "RP11-30P6.6" NA
"1478" "RN7SL399P" 106479370
"1479" "OXSR1" 9943
"1480" "NEFM" 4741
"1481" "DDX11L2" 84771
"1482" "ALDH1B1" 219
"1483" "C10orf35" NA
"1484" "LARP4B" 23185
"1485" "HADH" 3033
"1486" "SHCBP1" 79801
"1487" "PENK" 5179
"1488" "RALGAPA1" 253959
"1489" "RP11-958N24.1" NA
"1490" "KIAA0040" 9674
"1491" "DANCR" 57291
"1492" "CARD10" 29775
"1493" "CASZ1" 54897
"1494" "SYPL2" 284612
"1495" "CCNT2" 905
"1496" "PTGER4" 5734
"1497" "BABAM1" 29086
"1498" "TIMM13" 26517
"1499" "ELP5" 23587
"1500" "GSDMC" 56169
"1501" "HAUS8" 93323
"1502" "MAFB" 9935
"1503" "KLHL23" 151230
"1504" "ORC6" 23594
"1505" "ERVMER34-1" 100288413
"1506" "FAM173B" 134145
"1507" "ADAMTS16" 170690
"1508" "LINC00467" 84791
"1509" "MASP2" 10747
"1510" "CASP10" 843
"1511" "AP000351.10" NA
"1512" "ABHD4" 63874
"1513" "TSHZ1" 10194
"1514" "PXN" 5829
"1515" "MTMR7" 9108
"1516" "MIR4435-1HG" NA
"1517" "RBPMS2" 348093
"1518" "RNF43" 54894
"1519" "TXK" 7294
"1520" "RP11-622K12.1" NA
"1521" "TXNL4A" 10907
"1522" "ZNF292" 23036
"1523" "IFI27L2" 83982
"1524" "LSM6" 11157
"1525" "NDUFC2" 4718
"1526" "CHODL" 140578
"1527" "CCDC149" 91050
"1528" "ZNF518A" 9849
"1529" "MSH2" 4436
"1530" "MAPKAPK5" 8550
"1531" "FAM13A-AS1" 285512
"1532" "ZXDC" 79364
"1533" "LRCOL1" 100507055
"1534" "CTXN1" 404217
"1535" "PPP2R2C" 5522
"1536" "RPS12" 6206
"1537" "TOB2" 10766
"1538" "AAGAB" 79719
"1539" "CCDC134" 79879
"1540" "ATAD3A" 55210
"1541" "ZC4H2" 55906
"1542" "LYRM4" 57128
"1543" "RRP12" 23223
"1544" "DOC2A" 8448
"1545" "ATF3" 467
"1546" "NTPCR" 84284
"1547" "FEZF1-AS1" 154860
"1548" "TMEM196" 256130
"1549" "SRSF9" 8683
"1550" "TRIM31" 11074
"1551" "ATG9B" 285973
"1552" "NUFIP2" 57532
"1553" "MRPL51" 51258
"1554" "RP11-582J16.4" NA
"1555" "LYSMD3" 116068
"1556" "SCARF2" 91179
"1557" "CCDC28B" 79140
"1558" "ID4" 3400
"1559" "SH3GLB1" 51100
"1560" "SCAMP5" 192683
"1561" "CTD-2017D11.1" NA
"1562" "RP11-671M22.4" NA
"1563" "CTD-2034I21.2" NA
"1564" "CDC42BPA" 8476
"1565" "TLR3" 7098
"1566" "KCP" 375616
"1567" "C15orf26" NA
"1568" "NLGN3" 54413
"1569" "AMOT" 154796
"1570" "ARHGEF38" 54848
"1571" "VPS11" 55823
"1572" "AL133373.1" NA
"1573" "SNRPB2" 6629
"1574" "BCDIN3D-AS1" 100286844
"1575" "PLEKHG1" 57480
"1576" "NCOA1" 8648
"1577" "RASA2" 5922
"1578" "NPM1" 4869
"1579" "MFAP5" 8076
"1580" "RPL13A" 23521
"1581" "MRPL28" 10573
"1582" "CLN8" 2055
"1583" "DENND4A" 10260
"1584" "RP11-121A8.1" NA
"1585" "ATF5" 22809
"1586" "SLC3A1" 6519
"1587" "AC007038.7" NA
"1588" "ZFP3" 124961
"1589" "ESPL1" 9700
"1590" "LINC01116" 375295
"1591" "FAM149A" 25854
"1592" "VWA5B2" 90113
"1593" "ZFP28" 140612
"1594" "B4GALNT4" 338707
"1595" "CLUL1" 27098
"1596" "LRCH3" 84859
"1597" "CUTA" 51596
"1598" "ATXN1L" 342371
"1599" "RYR2" 6262
"1600" "CD69" 969
"1601" "FUNDC1" 139341
"1602" "CECR1" NA
"1603" "PQLC1" 80148
"1604" "MYLK2" 85366
"1605" "RP13-39P12.3" NA
"1606" "SEPSECS" 51091
"1607" "RNF19A" 25897
"1608" "SUMO3" 6612
"1609" "CDCA7L" 55536
"1610" "EPB42" 2038
"1611" "RP11-66N11.8" NA
"1612" "GABRA2" 2555
"1613" "ZCCHC18" 644353
"1614" "NUDT2" 318
"1615" "HNRNPM" 4670
"1616" "VCPIP1" 80124
"1617" "RSPRY1" 89970
"1618" "ANXA4" 307
"1619" "N4BP2L2" 10443
"1620" "AP001007.1" NA
"1621" "RIOK3" 8780
"1622" "MIR4426" 100616345
"1623" "TPP2" 7174
"1624" "ETFB" 2109
"1625" "LPHN2" NA
"1626" "JUND" 3727
"1627" "PDZD2" 23037
"1628" "RP11-259P15.4" NA
"1629" "MINK1" 50488
"1630" "TRIP6" 7205
"1631" "ICA1" 3382
"1632" "CALB2" 794
"1633" "FAM13C" 220965
"1634" "ACPL2" NA
"1635" "HNRNPA1P49" 106481663
"1636" "PIP5KL1" 138429
"1637" "FREM1" 158326
"1638" "RALGAPA1P" NA
"1639" "ISOC2" 79763
"1640" "TCEB3" NA
"1641" "RPP30" 10556
"1642" "ZNF761" 388561
"1643" "RBM12B" 389677
"1644" "PPFIA3" 8541
"1645" "NPTXR" 23467
"1646" "ADAMTS9-AS2" 100507098
"1647" "CNKSR3" 154043
"1648" "ENTPD6" 955
"1649" "ZNF358" 140467
"1650" "SLC35F5" 80255
"1651" "MUC5B" 727897
"1652" "SLPI" 6590
"1653" "NAPSB" 256236
"1654" "B9D2" 80776
"1655" "PINX1" 54984
"1656" "SMYD3" 64754
"1657" "CTC-458I2.2" NA
"1658" "SNRNP40" 9410
"1659" "C6orf141" 135398
"1660" "MTUS1" 57509
"1661" "NCOR1" 9611
"1662" "CACNG6" 59285
"1663" "DTD1" 92675
"1664" "CTD-2201I18.1" 101929215
"1665" "CCDC74A" 90557
"1666" "RNASEH2C" 84153
"1667" "SSRP1" 6749
"1668" "CTD-2235C13.1" NA
"1669" "AMPD2" 271
"1670" "OIP5" 11339
"1671" "SNAP91" 9892
"1672" "POLR3GL" 84265
"1673" "CRLF3" 51379
"1674" "ZPLD1" 131368
"1675" "CORO2B" 10391
"1676" "TTLL3" 26140
"1677" "ZMAT1" 84460
"1678" "RP11-303E16.2" NA
"1679" "DCLRE1B" 64858
"1680" "HMGN2P5" 727795
"1681" "RP11-874J12.4" NA
"1682" "RP11-48B3.3" NA
"1683" "PYCARD" 29108
"1684" "DIP2A" 23181
"1685" "RPS20P14" 440992
"1686" "CBFA2T3" 863
"1687" "EHMT2" 10919
"1688" "NPIPB4" 440345
"1689" "GLT8D2" 83468
"1690" "NCBP2-AS2" 152217
"1691" "SGPP1" 81537
"1692" "SEC14L2" 23541
"1693" "FAM159A" NA
"1694" "CXADR" 1525
"1695" "RP11-458F8.2" NA
"1696" "ENDOG" 2021
"1697" "RPL32P3" 132241
"1698" "MLX" 6945
"1699" "PRPS1P2" 100421295
"1700" "GALNT16" 57452
"1701" "FH" 2271
"1702" "RP11-89K10.1" NA
"1703" "RP11-509E16.1" NA
"1704" "NDEL1" 81565
"1705" "LYPD6" 130574
"1706" "PPP2R3B" 28227
"1707" "EXTL2" 2135
"1708" "DUSP8" 1850
"1709" "CECR2" 27443
"1710" "FARS2" 10667
"1711" "RP11-164J13.1" NA
"1712" "SVIL" 6840
"1713" "COPA" 1314
"1714" "CYP2C9" 1559
"1715" "RP11-973N13.4" NA
"1716" "HNF1B" 6928
"1717" "ARHGAP21" 57584
"1718" "EIF3FP3" 339799
"1719" "CBX1" 10951
"1720" "EVC" 2121
"1721" "NSMCE1" 197370
"1722" "SMAGP" 57228
"1723" "TYRO3" 7301
"1724" "H2AFZP3" 728023
"1725" "KDM1A" 23028
"1726" "MAN1B1" 11253
"1727" "RP11-747H7.3" NA
"1728" "ZNF655" 79027
"1729" "GPX8" 493869
"1730" "CDC25A" 993
"1731" "EMC1" 23065
"1732" "RPS27A" 6233
"1733" "ESR2" 2100
"1734" "C14orf37" NA
"1735" "PPP1R3C" 5507
"1736" "PSMB2" 5690
"1737" "C12orf76" 400073
"1738" "MT-ND5" NA
"1739" "PCMTD2" 55251
"1740" "MXRA5" 25878
"1741" "LAMA5" 3911
"1742" "RCN3" 57333
"1743" "SNORD3B-2" 780852
"1744" "RP1-68D18.2" NA
"1745" "BUD31" 8896
"1746" "TOP1MT" 116447
"1747" "PSMA6P2" 729412
"1748" "RPL21" 6144
"1749" "CAPN2" 824
"1750" "ACRC" NA
"1751" "ANAPC13" 25847
"1752" "HNRNPA1P48" 642659
"1753" "GGNBP2" 79893
"1754" "CACNA1A" 773
"1755" "CDK4" 1019
"1756" "PAQR3" 152559
"1757" "REEP1" 65055
"1758" "RP11-365N19.2" NA
"1759" "DCAF12L1" 139170
"1760" "TBPL1" 9519
"1761" "SRGAP2" 23380
"1762" "RP11-510H23.1" NA
"1763" "ZNF44" 51710
"1764" "AC069282.6" NA
"1765" "SLC1A3" 6507
"1766" "CPSF3" 51692
"1767" "KLRG1" 10219
"1768" "CTD-2368P22.1" NA
"1769" "EPHA7" 2045
"1770" "RB1CC1" 9821
"1771" "BMF" 90427
"1772" "STOML2" 30968
"1773" "PLEKHM1" 9842
"1774" "AC104654.1" NA
"1775" "SNHG8" 100093630
"1776" "DUS2" 54920
"1777" "ZNF169" 169841
"1778" "HNRNPH1P1" 100132803
"1779" "RP11-554A11.4" NA
"1780" "C11orf24" 53838
"1781" "EFNB3" 1949
"1782" "RMND5A" 64795
"1783" "MYO6" 4646
"1784" "HAP1" 9001
"1785" "TRAPPC2L" 51693
"1786" "HERC1" 8925
"1787" "CASC5" NA
"1788" "MLH3" 27030
"1789" "THOP1" 7064
"1790" "INPP4B" 8821
"1791" "SLC2A9" 56606
"1792" "RP11-304F15.3" NA
"1793" "LIN9" 286826
"1794" "NDUFS8" 4728
"1795" "NXNL2" 158046
"1796" "ARL3" 403
"1797" "SEMA3B" 7869
"1798" "DBF4" 10926
"1799" "PDGFRA" 5156
"1800" "SAMHD1" 25939
"1801" "ZBTB10" 65986
"1802" "MLF2" 8079
"1803" "SNRPFP1" 170550
"1804" "EIF3K" 27335
"1805" "NT5C2" 22978
"1806" "ATP5G3" NA
"1807" "SARDH" 1757
"1808" "RFFL" 117584
"1809" "HMGN5" 79366
"1810" "RP11-134G8.8" NA
"1811" "CCRN4L" NA
"1812" "KAT6A" 7994
"1813" "ZDHHC11B" 653082
"1814" "SPOCK2" 9806
"1815" "FTLP3" 284764
"1816" "COMMD3" 23412
"1817" "RP11-357C3.3" NA
"1818" "APPBP2" 10513
"1819" "CTD-2020K17.1" NA
"1820" "RP11-44F21.3" NA
"1821" "ATP5O" NA
"1822" "VPS36" 51028
"1823" "ZNF397" 84307
"1824" "PCDH7" 5099
"1825" "CCDC61" 729440
"1826" "ZC3HAV1" 56829
"1827" "GPAA1" 8733
"1828" "PKIA" 5569
"1829" "RP1-283E3.4" NA
"1830" "TOM1L2" 146691
"1831" "ANP32B" 10541
"1832" "ARMCX5" 64860
"1833" "RP11-418J17.1" NA
"1834" "HDGF" 3068
"1835" "NBPF14" 25832
"1836" "ZNF549" 256051
"1837" "SLC38A4" 55089
"1838" "MRPL52" 122704
"1839" "GSTP1" 2950
"1840" "WDR4" 10785
"1841" "AC084117.3" NA
"1842" "RP11-458F8.4" NA
"1843" "CDC42EP2" 10435
"1844" "SEPN1" NA
"1845" "RP11-631N16.2" NA
"1846" "RNF157-AS1" 100507218
"1847" "UGT1A6" 54578
"1848" "ZZEF1" 23140
"1849" "MAP4K2" 5871
"1850" "WDR61" 80349
"1851" "AURKAIP1" 54998
"1852" "FAP" 2191
"1853" "MORN2" 729967
"1854" "ZBTB12" 221527
"1855" "TTC1" 7265
"1856" "TTC22" 55001
"1857" "CACNB1" 782
"1858" "RAB11B" 9230
"1859" "RNPEP" 6051
"1860" "LINGO2" 158038
"1861" "ABCC9" 10060
"1862" "SKP1P1" 6922
"1863" "AC006509.7" NA
"1864" "CXCL10" 3627
"1865" "C1GALT1C1" 29071
"1866" "RPS20P10" 100271081
"1867" "IL7R" 3575
"1868" "FAM160B1" 57700
"1869" "B3GAT3" 26229
"1870" "MED4" 29079
"1871" "RP11-789C17.1" NA
"1872" "C2orf54" NA
"1873" "DLEC1" 9940
"1874" "AC002056.3" NA
"1875" "FIGNL1" 63979
"1876" "AKAP12" 9590
"1877" "CTD-2334D19.1" NA
"1878" "HNRNPA0" 10949
"1879" "MRPS23" 51649
"1880" "KCTD7" 154881
"1881" "NCAPG2" 54892
"1882" "HSPE1" 3336
"1883" "DHRS4L2" 317749
"1884" "GSTZ1" 2954
"1885" "CCNF" 899
"1886" "RP5-1148A21.3" NA
"1887" "RNPC3" 55599
"1888" "PLXDC1" 57125
"1889" "CXorf38" 159013
"1890" "ACAA1" 30
"1891" "BEGAIN" 57596
"1892" "SLC44A1" 23446
"1893" "LIMS3" 96626
"1894" "KLHL21" 9903
"1895" "CTSK" 1513
"1896" "RSBN1" 54665
"1897" "CD36" 948
"1898" "ACBD5" 91452
"1899" "DPM2" 8818
"1900" "CLK1" 1195
"1901" "ESYT2" 57488
"1902" "PCED1B" 91523
"1903" "EMILIN1" 11117
"1904" "MIR5572" 100847042
"1905" "EDIL3" 10085
